,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside
Unnamed 51,/html/body/document/type/sequence/filename/description/text/p[418]/b,ARTICLE III,882,/html/body/document/type/sequence/filename/description/text/p[418]/b,ARTICLE III,sn,44.0,"[0.28423166623477586, 0.4725097222222222, 0.05498048611111111, 0.00038870173620108835]",1.0,52.0,0.28423166623477586,0.4725097222222222,0.05498048611111111,0.00038870173620108835,0
Unnamed 52,/html/body/document/type/sequence/filename/description/text/p[419]/b,MERGER CONSIDERATION; EXCHANGE PROCEDURES,883,/html/body/document/type/sequence/filename/description/text/p[419]/b,MERGER CONSIDERATION; EXCHANGE PROCEDURES,st,45.0,"[0.284633324695517, 0.37625833333333336, 0.24747708333333335, 0.00038870173620108835]",1.0,53.0,0.284633324695517,0.37625833333333336,0.24747708333333335,0.00038870173620108835,0
Unnamed 53,/html/body/document/type/sequence/filename/description/text/p[421],Section 3.1,884,/html/body/document/type/sequence/filename/description/text/p[421],Section 3.1,ssn,46.0,"[0.2854366416169992, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1.0,54.0,0.2854366416169992,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0
Unnamed 54,/html/body/document/type/sequence/filename/description/text/p[421]/u,Effect of the Merger on Capital Stock,885,/html/body/document/type/sequence/filename/description/text/p[421]/u,Effect of the Merger on Capital Stock,sst,146.0,"[0.2854366416169992, 0.1274736111111111, 0.1441402777777778, 0.00038870173620108835]",2.0,56.0,0.2854366416169992,0.1274736111111111,0.1441402777777778,0.00038870173620108835,0
886,/html/body/document/type/sequence/filename/description/text/p[421],.,886,,,,,,,,,,,,1
887,/html/body/document/type/sequence/filename/description/text/p[423],"(a)    At the Effective Time, by virtue of the Merger and without any action on the part of Parent, Merger Sub, the Company or any holder of any securities of Parent, Merger Sub or the Company:",887,,,,,,,,,,,,1
Unnamed 55,/html/body/document/type/sequence/filename/description/text/p[425],(i),888,/html/body/document/type/sequence/filename/description/text/p[425],(i),sssn,204.0,"[0.2870432754599637, 0.12888472222222222, 0.008740208333333334, 0.00038870173620108835]",1.0,58.0,0.2870432754599637,0.12888472222222222,0.008740208333333334,0.00038870173620108835,0
Unnamed 56,/html/body/document/type/sequence/filename/description/text/p[425]/u[1],Merger Sub Common Stock,889,/html/body/document/type/sequence/filename/description/text/p[425]/u[1],Merger Sub Common Stock,ssst,205.0,"[0.2870432754599637, 0.14816597222222222, 0.10725347222222222, 0.00038870173620108835]",1.0,59.0,0.2870432754599637,0.14816597222222222,0.10725347222222222,0.00038870173620108835,0
890,/html/body/document/type/sequence/filename/description/text/p[425],". Each share of common stock, par value $0.01 per share, of Merger Sub (the “",890,,,,,,,,,,,,1
891,/html/body/document/type/sequence/filename/description/text/p[425]/u[2],Merger Sub Common Stock,891,,,,,,,,,,,,1
892,/html/body/document/type/sequence/filename/description/text/p[425],"”) issued and outstanding immediately prior to the Effective Time shall be converted into and shall represent one validly issued, fully paid and nonassessable share of common stock, par value $0.01 per share, of the Surviving Corporation (the “",892,,,,,,,,,,,,1
893,/html/body/document/type/sequence/filename/description/text/p[425]/u[3],Surviving Corporation Common Stock,893,,,,,,,,,,,,1
894,/html/body/document/type/sequence/filename/description/text/p[425],"”) and shall constitute the only outstanding shares of capital stock of the Surviving Corporation as of immediately after the Effective Time (other than the Rollover Shares). From and after the Effective Time, all certificates representing shares of Merger Sub Common Stock, if any, shall be deemed for all purposes to represent the number of shares of common stock of the Surviving Corporation into which they were converted in accordance with the immediately preceding sentence.",894,,,,,,,,,,,,1
Unnamed 57,/html/body/document/type/sequence/filename/description/text/div[21]/div[1]/div/div,16,895,/html/body/document/type/sequence/filename/description/text/div[21]/div[1]/div/div,16,n,50.0,"[0.28905156776366936, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,60.0,0.28905156776366936,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0
Unnamed 58,/html/body/document/type/sequence/filename/description/text/p[428],(ii),896,/html/body/document/type/sequence/filename/description/text/p[428],(ii),sssn,206.0,"[0.2906556102617258, 0.12888472222222222, 0.011311875, 0.00038870173620108835]",1.0,62.0,0.2906556102617258,0.12888472222222222,0.011311875,0.00038870173620108835,0
Unnamed 59,/html/body/document/type/sequence/filename/description/text/p[428]/u[1],Conversion of Capital Stock of the Company,897,/html/body/document/type/sequence/filename/description/text/p[428]/u[1],Conversion of Capital Stock of the Company,ssst,207.0,"[0.2906556102617258, 0.15231111111111112, 0.17312291666666665, 0.00038870173620108835]",1.0,63.0,0.2906556102617258,0.15231111111111112,0.17312291666666665,0.00038870173620108835,0
898,/html/body/document/type/sequence/filename/description/text/p[428],. Subject to the other provisions of this,898,,,,,,,,,,,,1
899,/html/body/document/type/sequence/filename/description/text/p[428]/u[2],Article,899,,,,,,,,,,,,1
900,/html/body/document/type/sequence/filename/description/text/p[428]/u[3],III,900,,,,,,,,,,,,1
901,/html/body/document/type/sequence/filename/description/text/p[428],", each share of Class A Common Stock, par value $0.001 per share of the Company (“",901,,,,,,,,,,,,1
902,/html/body/document/type/sequence/filename/description/text/p[428]/u[4],Class A Common Stock,902,,,,,,,,,,,,1
903,/html/body/document/type/sequence/filename/description/text/p[428],"”) and Class B Common Stock, par value $0.001 per share of the Company (“",903,,,,,,,,,,,,1
904,/html/body/document/type/sequence/filename/description/text/p[428]/u[5],Class B Common Stock,904,,,,,,,,,,,,1
905,/html/body/document/type/sequence/filename/description/text/p[428],"”, and together with Class A Common Stock, “",905,,,,,,,,,,,,1
906,/html/body/document/type/sequence/filename/description/text/p[428]/u[6],Company Common Stock,906,,,,,,,,,,,,1
907,/html/body/document/type/sequence/filename/description/text/p[428],”) issued and outstanding immediately prior to the Effective Time (excluding any shares of Company Common Stock described in,907,,,,,,,,,,,,1
908,/html/body/document/type/sequence/filename/description/text/p[428]/u[7],Section 3.1(a)(iii),908,,,,,,,,,,,,1
909,/html/body/document/type/sequence/filename/description/text/p[428],", the Rollover Shares and Dissenting Shares), including for the avoidance of doubt any shares of Company Common Stock outstanding immediately prior to the Effective Time whose prior restrictions have lapsed pursuant to",909,,,,,,,,,,,,1
910,/html/body/document/type/sequence/filename/description/text/p[428]/u[8],Section,910,,,,,,,,,,,,1
911,/html/body/document/type/sequence/filename/description/text/p[428]/u[9],3.2,911,,,,,,,,,,,,1
912,/html/body/document/type/sequence/filename/description/text/p[428],", shall be converted automatically into the right to receive from Parent $87.50 in cash (the “",912,,,,,,,,,,,,1
913,/html/body/document/type/sequence/filename/description/text/p[428]/u[10],Merger Consideration,913,,,,,,,,,,,,1
914,/html/body/document/type/sequence/filename/description/text/p[428],"”), without any interest thereon and subject to any withholding Taxes required by applicable Law in accordance with",914,,,,,,,,,,,,1
915,/html/body/document/type/sequence/filename/description/text/p[428]/u[11],Section 3.6,915,,,,,,,,,,,,1
916,/html/body/document/type/sequence/filename/description/text/p[428],". All such shares of Company Common Stock, when so converted, shall cease to be outstanding and shall cease to exist. Each holder of any such share of Company Common Stock that was outstanding immediately prior to the Effective Time shall cease to have any rights with respect thereto, except the right to receive the Merger Consideration to be issued or paid in consideration therefor upon the surrender of any Certificates or Uncertificated Shares, as applicable, and the right to receive dividends and other distributions in accordance with clause (ii) of the first sentence of",916,,,,,,,,,,,,1
917,/html/body/document/type/sequence/filename/description/text/p[428]/u[12],Section 3.3(c),917,,,,,,,,,,,,1
918,/html/body/document/type/sequence/filename/description/text/p[428],", in each case without interest.",918,,,,,,,,,,,,1
Unnamed 60,/html/body/document/type/sequence/filename/description/text/p[430],(iii),919,/html/body/document/type/sequence/filename/description/text/p[430],(iii),sssn,208.0,"[0.2938688779476548, 0.12888472222222222, 0.013883472222222222, 0.00038870173620108835]",1.0,64.0,0.2938688779476548,0.12888472222222222,0.013883472222222222,0.00038870173620108835,0
Unnamed 61,/html/body/document/type/sequence/filename/description/text/p[430]/u,"Company, Parent and Merger Sub-Owned Shares",920,/html/body/document/type/sequence/filename/description/text/p[430]/u,"Company, Parent and Merger Sub-Owned Shares",ssst,209.0,"[0.2938688779476548, 0.1544326388888889, 0.18759791666666667, 0.00038870173620108835]",1.0,65.0,0.2938688779476548,0.1544326388888889,0.18759791666666667,0.00038870173620108835,0
921,/html/body/document/type/sequence/filename/description/text/p[430],". Each share of Company Common Stock that is issued and held by the Company or any of the Company’s direct or indirect wholly owned Subsidiaries, and each share of Company Common Stock that is owned by Parent, Merger Sub or any of their respective direct or indirect wholly owned Subsidiaries (including the Rollover Shares), in each case immediately prior to the Effective Time, shall automatically be canceled and shall cease to exist, and no consideration shall be issued or delivered in exchange therefor.",921,,,,,,,,,,,,1
Unnamed 62,/html/body/document/type/sequence/filename/description/text/p[432],(b),922,/html/body/document/type/sequence/filename/description/text/p[432],(b),sssn,211.0,"[0.2954755117906193, 0.11221805555555556, 0.010796458333333333, 0.00038870173620108835]",1.0,66.0,0.2954755117906193,0.11221805555555556,0.010796458333333333,0.00038870173620108835,0
Unnamed 63,/html/body/document/type/sequence/filename/description/text/p[432]/u[1],"Impact of Stock Splits, Etc",923,/html/body/document/type/sequence/filename/description/text/p[432]/u[1],"Impact of Stock Splits, Etc",ssst,212.0,"[0.2954755117906193, 0.13394097222222223, 0.10348819444444445, 0.00038870173620108835]",1.0,67.0,0.2954755117906193,0.13394097222222223,0.10348819444444445,0.00038870173620108835,0
