,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
659,/html/body/document/type/sequence/filename/description/text/p[250]/u,“Merger Sub Board,659,,,,,,,,,,,,,
660,/html/body/document/type/sequence/filename/description/text/p[250],” has the meaning set forth in the Recitals.,660,,,,,,,,,,,,,
661,/html/body/document/type/sequence/filename/description/text/p[252]/u[1],“Merger Sub Common Stock,661,,,,,,,,,,,,,
662,/html/body/document/type/sequence/filename/description/text/p[252],” has the meaning set forth in,662,,,,,,,,,,,,,
663,/html/body/document/type/sequence/filename/description/text/p[252]/u[2],Section,663,,,,,,,,,,,,,
664,/html/body/document/type/sequence/filename/description/text/p[252]/u[3],3.1(a)(i),664,,,,,,,,,,,,,
665,/html/body/document/type/sequence/filename/description/text/p[252],.,665,,,,,,,,,,,,,
666,/html/body/document/type/sequence/filename/description/text/p[254]/u,“Nasdaq,666,,,,,,,,,,,,,
667,/html/body/document/type/sequence/filename/description/text/p[254],” means the NASDAQ Global Select Market.,667,,,,,,,,,,,,,
668,/html/body/document/type/sequence/filename/description/text/p[256]/u,“Organizational Documents,668,,,,,,,,,,,,,
669,/html/body/document/type/sequence/filename/description/text/p[256],"” means (a) with respect to a corporation, the charter, Articles or certificate of incorporation, as applicable, and bylaws thereof, (b) with respect to a limited liability company, the Articles of formation or organization or certificate of formation or organization, as applicable, and the operating or limited liability company agreement thereof, (c) with respect to a partnership (general or limited), the certificate of formation or partnership and the partnership agreement, and (d) with respect to any other Person the organizational, constituent or governing documents or instruments of such Person.",669,,,,,,,,,,,,,
670,/html/body/document/type/sequence/filename/description/text/div[14]/div[1]/div/div,9,670,/html/body/document/type/sequence/filename/description/text/div[14]/div[1]/div/div,9,n,25,"[0.191079295154185, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1.0,24.0,0.191079295154185,0.4976833333333333,0.00463325,0.00038870173620108835,0.191079295154185,1.0
671,/html/body/document/type/sequence/filename/description/text/p[259]/u,“Other Party,671,,,,,,,,,,,,,
672,/html/body/document/type/sequence/filename/description/text/p[259],"” means, (a) with respect to Parent and the Parent Subsidiaries, the Company and (b) with respect to the Company and the Company Subsidiaries, Parent and Merger Sub.",672,,,,,,,,,,,,,
673,/html/body/document/type/sequence/filename/description/text/p[261]/u[1],“Outside Date,673,,,,,,,,,,,,,
674,/html/body/document/type/sequence/filename/description/text/p[261],” has the meaning set forth in,674,,,,,,,,,,,,,
675,/html/body/document/type/sequence/filename/description/text/p[261]/u[2],Section,675,,,,,,,,,,,,,
676,/html/body/document/type/sequence/filename/description/text/p[261]/u[3],8.1(e),676,,,,,,,,,,,,,
677,/html/body/document/type/sequence/filename/description/text/p[261],.,677,,,,,,,,,,,,,
678,/html/body/document/type/sequence/filename/description/text/p[263]/u,“Parent,678,,,,,,,,,,,,,
679,/html/body/document/type/sequence/filename/description/text/p[263],” has the meaning set forth in the Preamble.,679,,,,,,,,,,,,,
680,/html/body/document/type/sequence/filename/description/text/p[265]/u,“Parent Board,680,,,,,,,,,,,,,
681,/html/body/document/type/sequence/filename/description/text/p[265],” has the meaning set forth in the Recitals.,681,,,,,,,,,,,,,
682,/html/body/document/type/sequence/filename/description/text/p[267]/u[1],“Parent Disclosure Letter,682,,,,,,,,,,,,,
683,/html/body/document/type/sequence/filename/description/text/p[267],” has the meaning set forth in,683,,,,,,,,,,,,,
684,/html/body/document/type/sequence/filename/description/text/p[267]/u[2],Article,684,,,,,,,,,,,,,
685,/html/body/document/type/sequence/filename/description/text/p[267]/u[3],V,685,,,,,,,,,,,,,
686,/html/body/document/type/sequence/filename/description/text/p[267],.,686,,,,,,,,,,,,,
687,/html/body/document/type/sequence/filename/description/text/p[269]/u,“Parent Material Adverse Effect,687,,,,,,,,,,,,,
688,/html/body/document/type/sequence/filename/description/text/p[269],"” means any Effect that, individually or in the aggregate with any one or more other Effects, would prevent, materially impair or delay beyond the Outside Date the consummation by Parent or Merger Sub of any of the Transactions.",688,,,,,,,,,,,,,
689,/html/body/document/type/sequence/filename/description/text/p[271]/u,“Parent Permits,689,,,,,,,,,,,,,
690,/html/body/document/type/sequence/filename/description/text/p[271],"” means all franchises, tariffs, grants, authorizations, licenses, permits, easements, variances, exemptions, consents, certificates, approvals and orders of any Governmental Entity necessary under applicable Law to own, lease and operate Parent’s and the Parent Subsidiaries’ assets and properties and to lawfully carry on Parent’s and the Parent Subsidiaries’ respective businesses as they are being conducted as of the date of this Agreement.",690,,,,,,,,,,,,,
691,/html/body/document/type/sequence/filename/description/text/p[273]/u[1],“Parent Proposed Changed Terms,691,,,,,,,,,,,,,
692,/html/body/document/type/sequence/filename/description/text/p[273],” has the meaning set forth in,692,,,,,,,,,,,,,
693,/html/body/document/type/sequence/filename/description/text/p[273]/u[2],Section,693,,,,,,,,,,,,,
694,/html/body/document/type/sequence/filename/description/text/p[273]/u[3],6.4(f)(ii),694,,,,,,,,,,,,,
695,/html/body/document/type/sequence/filename/description/text/p[273],.,695,,,,,,,,,,,,,
696,/html/body/document/type/sequence/filename/description/text/p[275]/u,“Parent Related Parties,696,,,,,,,,,,,,,
697,/html/body/document/type/sequence/filename/description/text/p[275],"” means, collectively, Parent, Merger Sub, the Guarantor or any of their respective former, current or future general or limited partners, stockholders, financing sources, managers, members, Representatives or Affiliates.",697,,,,,,,,,,,,,
698,/html/body/document/type/sequence/filename/description/text/p[277]/u,“Parent Subsidiaries,698,,,,,,,,,,,,,
699,/html/body/document/type/sequence/filename/description/text/p[277],” means each Subsidiary of Parent.,699,,,,,,,,,,,,,
700,/html/body/document/type/sequence/filename/description/text/p[279]/u[1],“Parent Termination Fee,700,,,,,,,,,,,,,
701,/html/body/document/type/sequence/filename/description/text/p[279],” has the meaning set forth in,701,,,,,,,,,,,,,
702,/html/body/document/type/sequence/filename/description/text/p[279]/u[2],Section 8.4(k),702,,,,,,,,,,,,,
703,/html/body/document/type/sequence/filename/description/text/p[279],.,703,,,,,,,,,,,,,
704,/html/body/document/type/sequence/filename/description/text/p[281]/u,“Party,704,,,,,,,,,,,,,
705,/html/body/document/type/sequence/filename/description/text/p[281],” means a party to this Agreement.,705,,,,,,,,,,,,,
706,/html/body/document/type/sequence/filename/description/text/p[283]/u[1],“Paying Agent,706,,,,,,,,,,,,,
707,/html/body/document/type/sequence/filename/description/text/p[283],” has the meaning set forth in,707,,,,,,,,,,,,,
708,/html/body/document/type/sequence/filename/description/text/p[283]/u[2],Section,708,,,,,,,,,,,,,
709,/html/body/document/type/sequence/filename/description/text/p[283]/u[3],3.3(a),709,,,,,,,,,,,,,
710,/html/body/document/type/sequence/filename/description/text/p[283],.,710,,,,,,,,,,,,,
711,/html/body/document/type/sequence/filename/description/text/p[285]/u,“Permitted Liens,711,,,,,,,,,,,,,
712,/html/body/document/type/sequence/filename/description/text/p[285],"” means (i) Liens for Taxes (A) not yet due and payable or (B) being contested in good faith by appropriate proceedings and for which adequate reserves have been established on the Company’s financial statements, to the extent required by GAAP, (ii) Liens of carriers, warehousemen, mechanics, materialmen, repairmen and other similar common law or statutory Liens arising or incurred in the ordinary course of business consistent with past practice (A) that relate to obligations that are not delinquent or that the Company or any of the Company Subsidiaries is contesting in good faith by appropriate proceedings and for which adequate reserves have been established, to the extent required by GAAP and (B) that are not, individually or in the aggregate, material to the business of the Company and the Company Subsidiaries, taken as a whole, or Parent and the Parent Subsidiaries, taken as a whole, as applicable, (iii) Liens arising under original purchase price conditional sales Contracts and equipment leases with third parties entered into in the ordinary course of business consistent with past practice that are not, individually or in the aggregate, material to the business of the Company and the Company Subsidiaries, taken as a whole, or Parent and the Parent Subsidiaries, taken as a whole, as applicable, (iv) zoning, entitlement, building and land use ordinances, codes and regulations imposed by any Governmental Entity that are not materially violated by any current use, occupancy or activity conducted by the Company or any of the Company Subsidiaries, or Parent or any of the Parent Subsidiaries, as applicable, (v) in the case of real property leased, subleased, licensed or otherwise occupied by the Company or any of the Company Subsidiaries or Parent or any of the Parent Subsidiaries, as applicable, any Lien to which the fee simple interest (or any superior leasehold interest) is subject or Liens in favor of the lessors under the lease, sublease, license, sublicense or other occupancy agreement for such real property, (vi) easements, rights-of-way, encroachments, restrictions, conditions or imperfections of title or other similar Liens with respect to real property that have arisen in the ordinary course of business consistent with past practice, which, individually or in the aggregate, do not and would not materially impair the use (or contemplated use), utility or value of the applicable real property or otherwise materially impair the present or contemplated business operations at such location, (vii) non-exclusive licenses of Intellectual Property granted in the ordinary course of business consistent with past practice, or (viii) Liens arising from transfer restrictions under applicable Laws of the U.S. federal securities Laws or similar applicable Laws of any jurisdiction.",712,,,,,,,,,,,,,
713,/html/body/document/type/sequence/filename/description/text/div[15]/div[1]/div/div,10,713,/html/body/document/type/sequence/filename/description/text/div[15]/div[1]/div/div,10,n,26,"[0.20874786214045088, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,25.0,0.20874786214045088,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.20874786214045088,1.0
714,/html/body/document/type/sequence/filename/description/text/p[288]/u,“Person,714,,,,,,,,,,,,,
715,/html/body/document/type/sequence/filename/description/text/p[288],"” means any individual, corporation, limited liability company, limited or general partnership, limited liability partnership, joint venture, association, joint stock company, trust, unincorporated organization, Governmental Entity, or any group composed of two (2) or more of the foregoing.",715,,,,,,,,,,,,,
716,/html/body/document/type/sequence/filename/description/text/p[290]/u[1],“Proceeding,716,,,,,,,,,,,,,
717,/html/body/document/type/sequence/filename/description/text/p[290],” has the meaning set forth in,717,,,,,,,,,,,,,
718,/html/body/document/type/sequence/filename/description/text/p[290]/u[2],Section,718,,,,,,,,,,,,,
719,/html/body/document/type/sequence/filename/description/text/p[290]/u[3],4.14,719,,,,,,,,,,,,,
720,/html/body/document/type/sequence/filename/description/text/p[290],.,720,,,,,,,,,,,,,
721,/html/body/document/type/sequence/filename/description/text/p[292]/u[1],“Proxy Statement,721,,,,,,,,,,,,,
722,/html/body/document/type/sequence/filename/description/text/p[292],” has the meaning set forth in,722,,,,,,,,,,,,,
723,/html/body/document/type/sequence/filename/description/text/p[292]/u[2],Section,723,,,,,,,,,,,,,
724,/html/body/document/type/sequence/filename/description/text/p[292]/u[3],4.5(b),724,,,,,,,,,,,,,
725,/html/body/document/type/sequence/filename/description/text/p[292],.,725,,,,,,,,,,,,,
